"TITLE";"STATUS";"SLUG";"LONG DESCRIPTION";"TYPE";"ADDITIONALTYPES";"PRICE";"PRICERANGE";"INSTOCK";"SOLDCOUNT";"AVAILABLESINCE";"LASTCHECKEDAT";"IMAGE";"DISCOUNTS";"ARTICLENUMBERS";"ARTICLECATEGORY";"DIMENSIONS";"COLORS"
"Tasty Plastic Gloves";"Published";"voluptatem-tempora-veritatis";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"Bag";"[""Watch""]";"240";"{""min"":192,""max"":288}";"true";"961";"Sun Jun 02 2024 09:00:15 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":23,""price"":187},{""quantity"":35,""price"":776},{""quantity"":94,""price"":764}]";"[null,null]";"Accessories";"{""width"":94.63,""height"":47.86,""depth"":27.63}";"[{""hex"":""#008080"",""name"":""Teal""},{""hex"":""#C0C0C0"",""name"":""Silver""}]"
"Gorgeous Soft Chicken";"Published";"doloremque-aliquam-doloremque";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"Tie";"[""Shirt""]";"268";"{""min"":214.4,""max"":321.59999999999997}";"true";"258";"Wed Mar 13 2024 20:25:35 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":38,""price"":942}]";"[null,null,null]";"Apparel";"{""width"":12.56,""height"":52.23,""depth"":58.38}";"[{""hex"":""#FFA500"",""name"":""Orange""}]"
"Intelligent Plastic Bike";"Deleted";"enim-adipisci-enim";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"Wallet";"[""Sunglasses""]";"353";"{""min"":282.40000000000003,""max"":423.59999999999997}";"false";"50";"Mon Nov 11 2024 17:03:59 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":71,""price"":559}]";"[null,null,null]";"Accessories";"{""width"":29.23,""height"":59.99,""depth"":3.47}";"[{""hex"":""#8A2BE2"",""name"":""BlueViolet""},{""hex"":""#FFFFFF"",""name"":""White""},{""hex"":""#B8860B"",""name"":""DarkGoldenRod""},{""hex"":""#000080"",""name"":""Navy""}]"
"Unbranded Cotton Sausages";"Deleted";"vel-a-sed";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"Cap";"[""Shirt""]";"40";"{""min"":32,""max"":48}";"false";"63";"Sat Dec 28 2024 23:09:03 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":80,""price"":576},{""quantity"":89,""price"":804}]";"[null,null,null]";"Apparel";"{""width"":98.14,""height"":63.49,""depth"":50.07}";"[{""hex"":""#A9A9A9"",""name"":""DarkGray""}]"
"Refined Concrete Towels";"Published";"vel-odio-ut";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"Wallet";"[""Watch"",""Bag""]";"896";"{""min"":716.8000000000001,""max"":1075.2}";"true";"759";"Thu Jun 06 2024 05:44:40 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":77,""price"":616},{""quantity"":94,""price"":338},{""quantity"":85,""price"":560}]";"[null]";"Accessories";"{""width"":36.17,""height"":56.45,""depth"":69.53}";"[{""hex"":""#8FBC8F"",""name"":""DarkSeaGreen""},{""hex"":""#FF7F50"",""name"":""Coral""},{""hex"":""#808000"",""name"":""Olive""}]"
"Rustic Frozen Chicken";"Published";"repudiandae-officia-vel";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"Shoes";"[""Cap""]";"543";"{""min"":434.40000000000003,""max"":651.6}";"false";"583";"Mon Jan 15 2024 00:01:21 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":80,""price"":690},{""quantity"":5,""price"":763},{""quantity"":23,""price"":233}]";"[null,null]";"Apparel";"{""width"":94.43,""height"":16.34,""depth"":18.04}";"[{""hex"":""#8A2BE2"",""name"":""BlueViolet""},{""hex"":""#8B008B"",""name"":""DarkMagenta""},{""hex"":""#DEB887"",""name"":""BurlyWood""}]"
"Handcrafted Fresh Shoes";"Published";"doloribus-minima-eos";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"Pen";"[""Notebook""]";"480";"{""min"":384,""max"":576}";"false";"38";"Tue Oct 22 2024 12:07:35 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":80,""price"":856},{""quantity"":76,""price"":657},{""quantity"":10,""price"":812}]";"[null]";"Office";"{""width"":16.23,""height"":31.99,""depth"":19.5}";"[{""hex"":""#556B2F"",""name"":""DarkOliveGreen""},{""hex"":""#FF0000"",""name"":""Red""}]"
"Small Rubber Chair";"Published";"voluptatibus-cum-quisquam";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"Notebook";"[""Mug"",""Pen""]";"166";"{""min"":132.8,""max"":199.2}";"true";"79";"Tue Mar 12 2024 02:54:21 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":62,""price"":482},{""quantity"":43,""price"":5}]";"[null,null]";"Office";"{""width"":98.67,""height"":28.09,""depth"":86.37}";"[{""hex"":""#FFFF00"",""name"":""Yellow""}]"
"Refined Plastic Table";"Published";"voluptatem-labore-et";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"Jacket";"[""Pants""]";"819";"{""min"":655.2,""max"":982.8}";"false";"631";"Sun Dec 01 2024 02:03:45 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":100,""price"":99},{""quantity"":90,""price"":565},{""quantity"":39,""price"":813}]";"[null,null,null]";"Apparel";"{""width"":40.97,""height"":83.58,""depth"":53.89}";"[{""hex"":""#A9A9A9"",""name"":""DarkGray""},{""hex"":""#8A2BE2"",""name"":""BlueViolet""}]"
"Licensed Plastic Cheese";"Published";"velit-voluptas-ab";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"Pen";"[]";"581";"{""min"":464.8,""max"":697.1999999999999}";"false";"644";"Sat Oct 19 2024 18:44:13 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":97,""price"":574},{""quantity"":92,""price"":784},{""quantity"":99,""price"":181}]";"[null,null,null]";"Office";"{""width"":92.56,""height"":22.63,""depth"":21.31}";"[{""hex"":""#00FFFF"",""name"":""Cyan""}]"
"Generic Plastic Tuna";"Published";"totam-dolore-occaecati";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"Mug";"[""Pen"",""Calendar""]";"903";"{""min"":722.4000000000001,""max"":1083.6}";"false";"841";"Mon Jun 10 2024 16:49:08 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":65,""price"":723},{""quantity"":62,""price"":857},{""quantity"":69,""price"":539}]";"[null,null]";"Office";"{""width"":9.68,""height"":33.24,""depth"":47.05}";"[{""hex"":""#F5F5DC"",""name"":""Beige""},{""hex"":""#C0C0C0"",""name"":""Silver""},{""hex"":""#FFF8DC"",""name"":""Cornsilk""},{""hex"":""#FAEBD7"",""name"":""AntiqueWhite""}]"
"Fantastic Wooden Shoes";"Published";"voluptatem-adipisci-quisquam";"The Football Is Good For Training And Recreational Purposes";"Mug";"[""Pen"",""Calendar""]";"584";"{""min"":467.20000000000005,""max"":700.8}";"false";"655";"Wed Sep 11 2024 11:26:11 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":30,""price"":845},{""quantity"":68,""price"":969}]";"[null]";"Office";"{""width"":92.09,""height"":83.47,""depth"":56.51}";"[{""hex"":""#FAEBD7"",""name"":""AntiqueWhite""},{""hex"":""#800000"",""name"":""Maroon""}]"
"Gorgeous Soft Sausages";"Published";"enim-mollitia-sed";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"Wallet";"[""Sunglasses""]";"140";"{""min"":112,""max"":168}";"false";"610";"Mon May 13 2024 11:27:20 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":3,""price"":589}]";"[null]";"Accessories";"{""width"":27.77,""height"":50.56,""depth"":87.79}";"[{""hex"":""#FFA500"",""name"":""Orange""},{""hex"":""#006400"",""name"":""DarkGreen""},{""hex"":""#000000"",""name"":""Black""},{""hex"":""#008B8B"",""name"":""DarkCyan""}]"
"Generic Cotton Fish";"Published";"inventore-aliquid-qui";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"Tie";"[]";"635";"{""min"":508,""max"":762}";"true";"158";"Tue May 28 2024 06:06:12 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":71,""price"":994},{""quantity"":3,""price"":299}]";"[null,null]";"Apparel";"{""width"":58.68,""height"":1.39,""depth"":82.89}";"[{""hex"":""#FF7F50"",""name"":""Coral""},{""hex"":""#FF0000"",""name"":""Red""},{""hex"":""#FFFF00"",""name"":""Yellow""}]"
"Gorgeous Metal Chips";"Published";"perferendis-ab-neque";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"Bag";"[""Watch""]";"797";"{""min"":637.6,""max"":956.4}";"true";"575";"Sat Nov 30 2024 19:37:43 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":28,""price"":867}]";"[null,null,null]";"Accessories";"{""width"":18.62,""height"":90.31,""depth"":35.53}";"[{""hex"":""#FFFF00"",""name"":""Yellow""}]"
"Handcrafted Steel Mouse";"Published";"minima-sapiente-molestias";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"Notebook";"[""Calendar""]";"670";"{""min"":536,""max"":804}";"true";"394";"Wed Jun 19 2024 16:40:43 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":25,""price"":602},{""quantity"":19,""price"":280},{""quantity"":9,""price"":571}]";"[null,null]";"Office";"{""width"":59.84,""height"":51.15,""depth"":45.97}";"[{""hex"":""#DC143C"",""name"":""Crimson""}]"
"Unbranded Concrete Salad";"Unpublished";"eum-quos-consequatur";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"Pen";"[""Mug""]";"61";"{""min"":48.800000000000004,""max"":73.2}";"true";"541";"Thu May 02 2024 02:36:48 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":73,""price"":620},{""quantity"":45,""price"":815}]";"[null,null,null]";"Office";"{""width"":18.24,""height"":60.25,""depth"":93.68}";"[{""hex"":""#DC143C"",""name"":""Crimson""},{""hex"":""#0000FF"",""name"":""Blue""},{""hex"":""#F5F5DC"",""name"":""Beige""}]"
"Practical Fresh Chips";"Published";"enim-qui-et";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"Shoes";"[]";"274";"{""min"":219.20000000000002,""max"":328.8}";"true";"168";"Thu Sep 19 2024 19:49:24 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":47,""price"":433},{""quantity"":55,""price"":206}]";"[null,null,null]";"Apparel";"{""width"":3.49,""height"":26.82,""depth"":85.63}";"[{""hex"":""#BDB76B"",""name"":""DarkKhaki""}]"
"Intelligent Rubber Ball";"Published";"repudiandae-ex-libero";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"Wallet";"[""Sunglasses""]";"675";"{""min"":540,""max"":810}";"true";"929";"Sat Oct 19 2024 13:10:42 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":25,""price"":694},{""quantity"":49,""price"":640},{""quantity"":44,""price"":765}]";"[null,null,null]";"Accessories";"{""width"":90.45,""height"":32.14,""depth"":22.41}";"[{""hex"":""#B8860B"",""name"":""DarkGoldenRod""},{""hex"":""#FF7F50"",""name"":""Coral""}]"
"Ergonomic Metal Chips";"Published";"veniam-velit-distinctio";"The Football Is Good For Training And Recreational Purposes";"Mug";"[""Notebook""]";"269";"{""min"":215.20000000000002,""max"":322.8}";"true";"552";"Mon Jun 10 2024 21:59:57 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":90,""price"":686}]";"[null,null,null]";"Office";"{""width"":66.35,""height"":56.42,""depth"":49.67}";"[{""hex"":""#F0F8FF"",""name"":""AliceBlue""},{""hex"":""#9932CC"",""name"":""DarkOrchid""},{""hex"":""#8B008B"",""name"":""DarkMagenta""}]"
"Handcrafted Wooden Chicken";"Published";"deserunt-assumenda-hic";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"Pen";"[""Mug""]";"400";"{""min"":320,""max"":480}";"true";"583";"Thu Feb 29 2024 01:12:38 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":63,""price"":672},{""quantity"":80,""price"":569}]";"[null]";"Office";"{""width"":73.88,""height"":28.89,""depth"":53.19}";"[{""hex"":""#7FFFD4"",""name"":""Aquamarine""},{""hex"":""#D2691E"",""name"":""Chocolate""},{""hex"":""#6495ED"",""name"":""CornflowerBlue""},{""hex"":""#006400"",""name"":""DarkGreen""}]"
"Awesome Wooden Car";"Published";"officia-id-quae";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"Watch";"[]";"631";"{""min"":504.8,""max"":757.1999999999999}";"false";"549";"Sun Sep 15 2024 11:17:12 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":30,""price"":19},{""quantity"":33,""price"":433},{""quantity"":58,""price"":7}]";"[null,null]";"Accessories";"{""width"":25.66,""height"":50.89,""depth"":48.77}";"[{""hex"":""#9932CC"",""name"":""DarkOrchid""},{""hex"":""#D2691E"",""name"":""Chocolate""},{""hex"":""#DEB887"",""name"":""BurlyWood""},{""hex"":""#D2691E"",""name"":""Chocolate""}]"
"Refined Wooden Shirt";"Published";"eos-illum-qui";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"Mug";"[""Pen"",""Calendar""]";"578";"{""min"":462.40000000000003,""max"":693.6}";"false";"687";"Fri Sep 27 2024 13:42:03 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":36,""price"":459},{""quantity"":40,""price"":707}]";"[null,null,null]";"Office";"{""width"":76.39,""height"":78.95,""depth"":18.89}";"[{""hex"":""#8B008B"",""name"":""DarkMagenta""},{""hex"":""#A9A9A9"",""name"":""DarkGray""},{""hex"":""#DC143C"",""name"":""Crimson""},{""hex"":""#C0C0C0"",""name"":""Silver""}]"
"Small Metal Soap";"Published";"dolorum-suscipit-itaque";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"Sunglasses";"[""Wallet"",""Bag""]";"981";"{""min"":784.8000000000001,""max"":1177.2}";"false";"975";"Sat Sep 07 2024 09:02:11 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":96,""price"":828},{""quantity"":60,""price"":387}]";"[null,null]";"Accessories";"{""width"":46.25,""height"":29.31,""depth"":9.39}";"[{""hex"":""#FAEBD7"",""name"":""AntiqueWhite""},{""hex"":""#00FF00"",""name"":""Lime""},{""hex"":""#8FBC8F"",""name"":""DarkSeaGreen""},{""hex"":""#FFEBCD"",""name"":""BlanchedAlmond""}]"
"Small Soft Mouse";"Published";"nam-quidem-non";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"Wallet";"[""Bag"",""Watch""]";"30";"{""min"":24,""max"":36}";"true";"677";"Tue Feb 27 2024 21:58:15 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":89,""price"":840}]";"[null,null]";"Accessories";"{""width"":85.95,""height"":4.42,""depth"":45.87}";"[{""hex"":""#8B008B"",""name"":""DarkMagenta""},{""hex"":""#FFF8DC"",""name"":""Cornsilk""},{""hex"":""#D2691E"",""name"":""Chocolate""}]"
"Fantastic Plastic Keyboard";"Published";"esse-inventore-quisquam";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"Wallet";"[""Sunglasses""]";"768";"{""min"":614.4000000000001,""max"":921.5999999999999}";"false";"571";"Sat Jul 06 2024 03:44:24 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":82,""price"":52},{""quantity"":88,""price"":407},{""quantity"":51,""price"":223}]";"[null,null,null]";"Accessories";"{""width"":29.35,""height"":3.56,""depth"":42.11}";"[{""hex"":""#FF00FF"",""name"":""Magenta""},{""hex"":""#8FBC8F"",""name"":""DarkSeaGreen""},{""hex"":""#B8860B"",""name"":""DarkGoldenRod""},{""hex"":""#F5F5DC"",""name"":""Beige""}]"
"Sleek Granite Chicken";"Published";"velit-cum-tempora";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"Shoes";"[""Jacket""]";"434";"{""min"":347.20000000000005,""max"":520.8}";"false";"638";"Mon Jul 01 2024 16:49:35 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":57,""price"":477},{""quantity"":78,""price"":639},{""quantity"":55,""price"":338}]";"[null,null,null]";"Apparel";"{""width"":8.52,""height"":86.28,""depth"":34.78}";"[{""hex"":""#808080"",""name"":""Gray""},{""hex"":""#8A2BE2"",""name"":""BlueViolet""}]"
"Handcrafted Cotton Towels";"Published";"aut-veritatis-nesciunt";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"Cap";"[""Shirt"",""Tie""]";"263";"{""min"":210.4,""max"":315.59999999999997}";"true";"239";"Tue Aug 13 2024 12:39:55 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":32,""price"":34},{""quantity"":86,""price"":742}]";"[null,null]";"Apparel";"{""width"":29.79,""height"":21.9,""depth"":13.28}";"[{""hex"":""#6495ED"",""name"":""CornflowerBlue""},{""hex"":""#008000"",""name"":""Green""},{""hex"":""#8FBC8F"",""name"":""DarkSeaGreen""}]"
"Generic Rubber Car";"Published";"dignissimos-placeat-vero";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"Socks";"[]";"595";"{""min"":476,""max"":714}";"true";"286";"Fri Aug 16 2024 05:16:55 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":51,""price"":965},{""quantity"":51,""price"":138},{""quantity"":88,""price"":176}]";"[null,null,null]";"Apparel";"{""width"":14.61,""height"":50.25,""depth"":44.89}";"[{""hex"":""#FF00FF"",""name"":""Magenta""},{""hex"":""#008B8B"",""name"":""DarkCyan""},{""hex"":""#556B2F"",""name"":""DarkOliveGreen""}]"
"Practical Granite Hat";"Published";"nulla-nihil-illo";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"Notebook";"[""Pen"",""Mug""]";"970";"{""min"":776,""max"":1164}";"false";"654";"Sun Aug 04 2024 02:07:10 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":79,""price"":562},{""quantity"":83,""price"":578},{""quantity"":53,""price"":138}]";"[null,null,null]";"Office";"{""width"":54.36,""height"":96.59,""depth"":81.99}";"[{""hex"":""#483D8B"",""name"":""DarkSlateBlue""},{""hex"":""#F0FFFF"",""name"":""Azure""}]"
"Tasty Concrete Soap";"Published";"repellendus-laudantium-quos";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"Shoes";"[]";"711";"{""min"":568.8000000000001,""max"":853.1999999999999}";"false";"810";"Thu Sep 26 2024 14:01:00 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":43,""price"":281},{""quantity"":100,""price"":696},{""quantity"":95,""price"":996}]";"[null,null]";"Apparel";"{""width"":35.63,""height"":31.75,""depth"":6.3}";"[{""hex"":""#008080"",""name"":""Teal""},{""hex"":""#FFFF00"",""name"":""Yellow""}]"
"Practical Soft Cheese";"Published";"non-tempora-consequatur";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"Mug";"[""Notebook""]";"187";"{""min"":149.6,""max"":224.4}";"true";"6";"Mon Oct 07 2024 20:31:18 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":30,""price"":385}]";"[null,null,null]";"Office";"{""width"":49.92,""height"":45.32,""depth"":30.01}";"[{""hex"":""#00008B"",""name"":""DarkBlue""},{""hex"":""#483D8B"",""name"":""DarkSlateBlue""},{""hex"":""#008080"",""name"":""Teal""},{""hex"":""#000000"",""name"":""Black""}]"
"Generic Fresh Gloves";"Published";"cupiditate-in-inventore";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"Mug";"[""Pen"",""Calendar""]";"254";"{""min"":203.20000000000002,""max"":304.8}";"false";"616";"Mon Feb 19 2024 07:36:46 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":52,""price"":790}]";"[null]";"Office";"{""width"":90.6,""height"":1.5,""depth"":39.46}";"[{""hex"":""#FF0000"",""name"":""Red""},{""hex"":""#8B008B"",""name"":""DarkMagenta""},{""hex"":""#FFFFFF"",""name"":""White""}]"
"Intelligent Fresh Shirt";"Published";"recusandae-rem-sunt";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"Sunglasses";"[""Wallet""]";"174";"{""min"":139.20000000000002,""max"":208.79999999999998}";"false";"518";"Thu Feb 15 2024 06:15:31 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":77,""price"":458},{""quantity"":6,""price"":990},{""quantity"":1,""price"":466}]";"[null,null,null]";"Accessories";"{""width"":91.25,""height"":22.88,""depth"":45.36}";"[{""hex"":""#00FFFF"",""name"":""Cyan""},{""hex"":""#FF8C00"",""name"":""DarkOrange""},{""hex"":""#FFEBCD"",""name"":""BlanchedAlmond""}]"
"Ergonomic Rubber Shirt";"Published";"ducimus-vero-dolorem";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"Watch";"[""Wallet"",""Bag""]";"387";"{""min"":309.6,""max"":464.4}";"true";"130";"Wed Feb 14 2024 12:08:48 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":29,""price"":266},{""quantity"":29,""price"":815},{""quantity"":49,""price"":640}]";"[null,null]";"Accessories";"{""width"":39.61,""height"":81.55,""depth"":65.68}";"[{""hex"":""#008000"",""name"":""Green""},{""hex"":""#FFFF00"",""name"":""Yellow""},{""hex"":""#DC143C"",""name"":""Crimson""},{""hex"":""#FFA500"",""name"":""Orange""}]"
"Fantastic Cotton Pants";"Published";"quo-pariatur-voluptatibus";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"Mug";"[]";"344";"{""min"":275.2,""max"":412.8}";"true";"285";"Sat Aug 03 2024 17:37:21 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":28,""price"":832},{""quantity"":83,""price"":294}]";"[null,null,null]";"Office";"{""width"":75.15,""height"":62.36,""depth"":96.02}";"[{""hex"":""#2F4F4F"",""name"":""DarkSlateGray""}]"
